"Unique Investment Identifier","Business Case ID","Agency Code","Agency Name","Investment Title","Contract ID","Agency Contract ID","Contract Status","Contracting Agency ID","Contract Number (PIID)","IDV PIID","IDV Agency ID","Solicitation ID (Agency)","Modular Approaches / Contracting","EVM Required","Match found in USAspending","Vendor Name (USAspending)","Solicitation ID (USAspending)","Action Obligation Amount (In $ million) (USAspending)","Type of Contract (USAspending)","Performance Based Contract (USAspending)","Contract Start Date (USAspending)","Contract End Date (USAspending)","Contract Compete (USAspending)","Contract Description (USAspending)","Base Contract ID (USAspending)","Identifying Agency ID (USAspending)","Transaction Number (USAspending)","Timestamp (Contract)","Timestamp (Base Contract)"
019-000000971,579,"	019","Department of Energy","EM RL - BMS Site Wide Business Management System",20430,,Awarded,"	8900",DEAC0609RL14728,,,deac0607rl14728,,yes,Yes,"MISSION SUPPORT ALLIANCE, LLC",,1918.390039,,,,2019-05-25,,,,,,"2015-09-15 18:43:16",
019-000000976,580,"	019","Department of Energy","EM RL - Records Management",20431,,Awarded,"	8900",DEAC0609RL14728,NA,"	8900",,,yes,No,,,,,,,,,,,,,"2015-09-15 14:12:00",
019-000000976,580,"	019","Department of Energy","EM RL - Records Management",20432,,Awarded,"	8900",DEAC0608RL14788,NA,"	8900",,,yes,No,,,,,,,,,,,,,"2015-09-15 14:12:00",
019-000000976,580,"	019","Department of Energy","EM RL - Records Management",20433,,Awarded,"	8900",DEAC2708RV14800,NA,"	8900",,,yes,No,,,,,,,,,,,,,"2015-09-15 14:12:00",
019-000001122,583,"	019","Department of Energy","EM SR Contractor Business Financial and Administrative Systems (CBFAS)",20517,,Awarded,"	8900",DEAC0908SR22470,NA,"	8900",DEAC0908SR224,,yes,No,,,,,,,,,,,,,"2015-09-15 19:11:29",
019-000001122,583,"	019","Department of Energy","EM SR Contractor Business Financial and Administrative Systems (CBFAS)",33245,,Awarded,"	8900",DEAC3010CC60025,NA,"	8900",DEAC3010CC60025,,no,No,,,,,,,,,,,,,"2015-09-15 19:11:29",
016-000002140,592,"	016","Social Security Administration","Intelligent Disability",21907,,Awarded,"	2800",SS001060082,,,,yes,yes,Yes,"NORTHROP GRUMMAN SYSTEMS CORPORATION",,67.879596,,,,,,,,,,"2015-09-16 19:16:54",
016-000002140,592,"	016","Social Security Administration","Intelligent Disability",21908,,Awarded,"	2800",SS001060108,,,,yes,yes,Yes,"LOCKHEED MARTIN CORPORATION",,133.111428,,,,,,,,,,"2015-09-16 19:16:54",
016-000002140,592,"	016","Social Security Administration","Intelligent Disability",21909,,Awarded,"	2800",SS001060113,,,,yes,yes,Yes,"ACCENTURE NATIONAL SECURITY SERVICES, LLC",,17.555713,,,,,,,,,,"2015-09-16 19:16:54",
016-000002140,592,"	016","Social Security Administration","Intelligent Disability",43815,,Awarded,"	2800",SS001060107,,,,yes,yes,Yes,"COMPUTER SCIENCES CORPORATION,CSC GOVERNMENT SOLUTIONS LLC",,60.435481,,,,,,,,,,"2015-09-16 19:16:54",
027-999991200,594,"	027","Office of Personnel Management","Human Resources Line of Business (HR LOB)",26703,,Awarded,"	2400",OPM3212A0007,OPM3212A0007,"	2400",OPM32-12-T-0041,yes,no,No,,,,,,,,,,,,,"2015-09-15 16:40:43",
027-000000029,595,"	027","Office of Personnel Management","Health Claims Data Warehouse and Analysis (HCDW)",50628,,Awarded,"	2400",OPM2111A0001W0110,OPM2111A0001,"	2400",,yes,no,No,,,,,,,,,,,,,"2016-04-19 18:17:25",
027-999991219,596,"	027","Office of Personnel Management","EHRI electronic Official Personnel Folder (eOPF)",50076,,Awarded,,OPM3216T0014,OPM3216T0014,"	2400",NA,no,yes,No,,,,,,,,,,,,,"2016-06-28 14:33:38",
027-000000020,597,"	027","Office of Personnel Management","OPM-FIS Systems Transformation",46677,,Awarded,"	2400",W0007,OPM3212A0025,"	2400",,,yes,Yes,"DYNANET CORPORATION",,2.147983,,,,2018-09-12,,,,,,"2015-09-16 11:55:52",
027-000000020,597,"	027","Office of Personnel Management","OPM-FIS Systems Transformation",46681,,Awarded,"	2400",W0006,OPM3212A0024,"	2400",,,yes,Yes,"BOOZ ALLEN HAMILTON INC",,3.240244,,,,2018-09-12,,,,,,"2015-09-16 11:55:52",
027-000000020,597,"	027","Office of Personnel Management","OPM-FIS Systems Transformation",46683,,Awarded,"	2400",W0002,OPM3212A0005,"	2400",,,yes,Yes,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",,1.391489,,,,2018-09-12,,,,,,"2015-09-16 11:55:52",
027-000000020,597,"	027","Office of Personnel Management","OPM-FIS Systems Transformation",46685,,Awarded,"	2400",W0012,OPM3212A0013,"	2400",,,yes,Yes,"LEE INTEGRATED SYSTEMS TECHNOL",,4.407878,,,,2018-09-12,,,,,,"2015-09-16 11:55:52",
027-000000020,597,"	027","Office of Personnel Management","OPM-FIS Systems Transformation",46687,,Awarded,"	2400",W0006,OPM3212A0020,"	2400",,,yes,Yes,"SYSTEMS RESEARCH AND APPLICATI",,2.587046,,,,2018-09-12,,,,,,"2015-09-16 11:55:52",
027-000000019,598,"	027","Office of Personnel Management","EPIC Operations and Maintenance (O & M)",43847,,Awarded,"	2400",W0013,OPM3212A0013,"	2400",,,no,Yes,"LEE INTEGRATED SYSTEMS TECHNOL",,3.930202,,,,2019-03-15,,,,,,"2015-09-16 12:59:25",
027-000000019,598,"	027","Office of Personnel Management","EPIC Operations and Maintenance (O & M)",43851,,Awarded,"	2400",W0005,OPM3212A0024,"	2400",,,no,Yes,"BOOZ ALLEN HAMILTON INC",,6.395511,,,,2017-05-12,,,,,,"2015-09-16 12:59:25",
027-000000019,598,"	027","Office of Personnel Management","EPIC Operations and Maintenance (O & M)",43853,,Awarded,"	2400",W0005,OPM3212A0025,"	2400",,,no,Yes,"DYNANET CORPORATION",,7.619974,,,,2017-05-12,,,,,,"2015-09-16 12:59:25",
027-000000019,598,"	027","Office of Personnel Management","EPIC Operations and Maintenance (O & M)",43855,,Awarded,"	2400",W0010,OPM3212A0013,"	2400",,,no,Yes,"LEE INTEGRATED SYSTEMS TECHNOL",,5.748682,,,,2017-05-12,,,,,,"2015-09-16 12:59:25",
027-000000019,598,"	027","Office of Personnel Management","EPIC Operations and Maintenance (O & M)",43857,,Awarded,"	2400",OPM3212A0013W0005,OPM3212A0013,"	2400",,,no,Yes,"LEE INTEGRATED SYSTEMS TECHNOL",,18.982276,,,,2017-05-03,,,,,,"2015-09-16 12:59:25",
027-000000019,598,"	027","Office of Personnel Management","EPIC Operations and Maintenance (O & M)",43859,,Awarded,"	2400",OPM3212A0025W0002,OPM3212A0025,"	2400",,,no,Yes,"DYNANET CORPORATION",,6.115890,,,,2017-05-03,,,,,,"2015-09-16 12:59:25",
027-000000019,598,"	027","Office of Personnel Management","EPIC Operations and Maintenance (O & M)",43861,,Awarded,"	2400",OPM3212A0031W0002,OPM3212A0031,"	2400",,,no,Yes,"COMPUWARE CORPORATION",,0.652749,,,,2017-05-03,,,,,,"2015-09-16 12:59:25",
027-000000019,598,"	027","Office of Personnel Management","EPIC Operations and Maintenance (O & M)",43863,,Awarded,"	2400",OPM3212A0008W0001,OPM3212A0008,"	2400",,,no,Yes,"CYBERLOCK CONSULTING INC.",,0.853780,,,,2017-05-03,,,,,,"2015-09-16 12:59:25",
027-000000019,598,"	027","Office of Personnel Management","EPIC Operations and Maintenance (O & M)",43865,,Awarded,"	2400",OPM3212A0032W0003,OPM3212A0032,"	2400",,,no,Yes,"C G H TECHNOLOGIES INC",,2.655962,,,,2017-05-03,,,,,,"2015-09-16 12:59:25",
027-000000019,598,"	027","Office of Personnel Management","EPIC Operations and Maintenance (O & M)",43867,,Awarded,"	2400",OPM3212A0034W0002,OPM3212A0034,"	2400",,,no,Yes,"DELOITTE CONSULTING L.P.",,0.190064,,,,2017-05-03,,,,,,"2015-09-16 12:59:25",
027-000000019,598,"	027","Office of Personnel Management","EPIC Operations and Maintenance (O & M)",43869,,Awarded,"	2400",OPM3213F0163,GS35F0265X,"	4732",,,no,Yes,"IMMIXTECHNOLOGY, INC.",,0.378640,,,,2018-07-29,,,,,,"2015-09-16 12:59:25",
027-000000018,601,"	027","Office of Personnel Management","Enterprise Infrastructure Operations (EIO)",33004,,Awarded,"	2400",OPM3212A0031W0001,OPM3212A0031,"	2400",OPM3212T0012,yes,no,Yes,"COMPUWARE CORPORATION",,1.866000,,,,2016-12-06,,,,,,"2015-09-16 21:44:41",
027-000000018,601,"	027","Office of Personnel Management","Enterprise Infrastructure Operations (EIO)",43827,,Awarded,"	2400",OPM3214F0320,W91QUZ06A0003,"	9700",OPM3214R0047,yes,no,Yes,"MYTHICS, INC",,7.053000,,,,2019-05-30,,,,,,"2015-09-16 21:44:41",
027-000000018,601,"	027","Office of Personnel Management","Enterprise Infrastructure Operations (EIO)",43829,,Awarded,"	2400",OPM3214C0008,OPM3214C0008,"	2400",N/A,yes,no,No,,,,,,,,,,,,,"2015-09-16 21:44:41",
027-000000018,601,"	027","Office of Personnel Management","Enterprise Infrastructure Operations (EIO)",43833,,Awarded,"	2400",W0007,OPM3212A0020,"	2400",N/A,yes,no,Yes,"SYSTEMS RESEARCH AND APPLICATI",,17.357460,,,,2018-04-30,,,,,,"2015-09-16 21:44:41",
027-000000018,601,"	027","Office of Personnel Management","Enterprise Infrastructure Operations (EIO)",43837,,Awarded,"	2400",OPM3213C0012,OPM3213C0012,"	2400",N/A,no,no,No,,,,,,,,,,,,,"2015-09-16 21:44:41",
027-000000018,601,"	027","Office of Personnel Management","Enterprise Infrastructure Operations (EIO)",48433,,Awarded,"	2400",OPM3214G0060,OPM3214G0060,"	2400",N/A,no,no,No,,,,,,,,,,,,,"2015-09-16 21:44:41",
027-000000018,601,"	027","Office of Personnel Management","Enterprise Infrastructure Operations (EIO)",48438,,Awarded,"	2400",OPM3215P0021,,,,yes,no,Yes,"NISGA\'A DATA SYSTEMS LLC",,0.942951,,,,2020-01-31,,,,,,"2015-09-16 21:44:41",
023-000001030,608,"	023","General Services Administration","Federal Supply Service 19 (FSS-19)",26145,,Awarded,,GST0012AJ0003,GS00Q09BGD0025,"	4730",,no,yes,Yes,"COMPUTER SCIENCES CORPORATION,CSC GOVERNMENT SOLUTIONS LLC",,28.665318,,,,2016-09-30,,,,,,"2015-09-15 17:32:10",
023-000001030,608,"	023","General Services Administration","Federal Supply Service 19 (FSS-19)",26147,,Awarded,,GST0012AJ0063,GS00Q09BGD0060,"	4730",,no,no,Yes,"UNISYS CORPORATION",,13.297874,,,,2017-02-28,,,,,,"2015-09-15 17:32:10",
023-000001030,608,"	023","General Services Administration","Federal Supply Service 19 (FSS-19)",26151,,Awarded,,GST0012AJ018,GS00Q09BGD0060,"	4730",,no,yes,No,,,,,,,,,,,,,"2012-09-12 14:56:56",
023-000001020,609,"	023","General Services Administration","GSA Advantage",25983,,Awarded,,GST0012AJ0003,GS00Q09BGD0025,"	4730",,no,yes,Yes,"COMPUTER SCIENCES CORPORATION,CSC GOVERNMENT SOLUTIONS LLC",,28.665318,,,,2016-09-30,,,,,,"2015-09-15 17:32:19",
023-000001020,609,"	023","General Services Administration","GSA Advantage",25985,,Awarded,,GST0012AJ0108,GS00Q09BGD0060,"	4730",,no,yes,Yes,"UNISYS CORPORATION",,12.221108,,,,2017-07-11,,,,,,"2015-09-15 17:32:19",
023-000001020,609,"	023","General Services Administration","GSA Advantage",43583,,Awarded,"	4732",GSQ0014AJ0024,GS00Q09BGD0039,"	4730",,no,no,Yes,"LOCKHEED MARTIN INTEGRATED SYSTEMS, INC.",,169.992182,,,,2019-05-14,,,,,,"2015-09-15 17:32:19",
023-000001020,609,"	023","General Services Administration","GSA Advantage",43585,,Awarded,,GST0013AJ0059,GS06F0539Z,"	4730",,no,no,Yes,"OBXTEK INC.",,2.026241,,,,2018-09-30,,,,,,"2015-09-15 17:32:19",
023-000001226,613,"	023","General Services Administration","Human Capital Information Technology Services",48290,,Awarded,"	4735",GS00V08PDC0095,GS35F4797H,"	4730",,yes,yes,Yes,"CGI FEDERAL INCORPORATED",,16.272176,,,,2013-12-19,,,,,,"2015-09-16 17:07:52",
023-999990230,616,"	023","General Services Administration","Integrated Award Environment (IAE)",37827,,Awarded,"	4732",GST0013AJ0137,GS00Q09BGD0027,"	4735",GSCQF0B1332728,no,no,Yes,"HP ENTERPRISE SERVICES, LLC",,19.777972,,,,2018-09-29,,,,,,"2015-09-15 14:26:23",
023-999990230,616,"	023","General Services Administration","Integrated Award Environment (IAE)",46653,,Awarded,"	4732",GSQ0014AH1002,GS06F0936Z,"	4732",,yes,yes,Yes,"TECPORT SOLUTIONS, INC.",,0.470688,,,,2014-10-03,,,,,,"2015-09-15 14:26:23",
023-999990230,616,"	023","General Services Administration","Integrated Award Environment (IAE)",47633,,Awarded,"	4732",GSH1415AA0014,GS35F0509S,"	4730",GSH0015AA0148,yes,no,Yes,"AFFIGENT, LLC",,5.557267,,,,2020-05-06,,,,,,"2016-02-02 16:44:57",
023-999990230,616,"	023","General Services Administration","Integrated Award Environment (IAE)",49920,,Awarded,"	4705",GSQ0014AJ0060,GS06F0721Z,"	4732",GSCQFOB1432839,yes,yes,Yes,"SYMPLICITY CORPORATION",GSQ0014AJ060,5.938441,"Firm Fixed Price",N,2014-09-04,2019-03-31,N,IGF::OT::IGF,225002,"	4732","	0","2016-02-02 16:44:57","2016-02-03 10:25:53"
023-999990230,616,"	023","General Services Administration","Integrated Award Environment (IAE)",49921,,Awarded,"	4732",GSQ0515BM0041,GS10F0216N,"	4705",ID05150017,yes,yes,Yes,"SILOSMASHERS, INC.",ID05150017,0.183436,,N,2015-01-06,2015-09-30,N,"SECURITY SERVICES IGF::CT::IGF FOR OTHER FUNCTIONS",225003,"	4732","	0","2016-02-02 16:44:57","2016-02-03 10:26:13"
023-999990230,616,"	023","General Services Administration","Integrated Award Environment (IAE)",49922,,Awarded,"	4732",GSQ1515IA0007,GS35F0623N,"	4705",ID051500110,yes,yes,Yes,"REI SYSTEMS INC",ID05150110,1.860952,,N,2015-09-23,2018-09-23,N,"IGF::OT::IGF CFDA AND WDOL CORE MODERNIZATION TASK ORDER",225184,"	4732","	0","2016-02-02 16:44:57","2016-03-05 00:49:32"
023-999990230,616,"	023","General Services Administration","Integrated Award Environment (IAE)",49923,,Awarded,"	4732",GSQ1516IA0003,GS10F0216N,"	4730",GS00I11AAC0168,no,yes,Yes,"SILOSMASHERS, INC.",,0.871177,,,,2016-12-13,,,,,,"2016-02-02 16:44:57",
023-999990230,616,"	023","General Services Administration","Integrated Award Environment (IAE)",49924,,Awarded,"	4732",GSQ1515IA0001,GS00Q09BGD0019,"	4735",GSCQF0B1432872,yes,yes,Yes,"BOOZ ALLEN HAMILTON INC.",,12.769461,,,,2019-09-07,,,,,,"2016-02-02 16:44:57",
023-999990230,616,"	023","General Services Administration","Integrated Award Environment (IAE)",49925,,Awarded,"	4732",GSQ1515IA0003,GS06F0609Z,"	4730",GSCQF0B1432832,no,no,Yes,"CAELUM RESEARCH CORPORATION",,3.627540,,,,2018-09-22,,,,,,"2016-02-02 16:44:57",
023-999990230,616,"	023","General Services Administration","Integrated Award Environment (IAE)",50115,,Awarded,"	4732",GS05Q15BMC0002,,,ID05150131,no,yes,Yes,"INTERNATIONAL BUSINESS MACHINES CORPORATION",,15.438967,,,,2018-08-14,,,,,,"2016-08-18 20:46:44",
023-999990230,616,"	023","General Services Administration","Integrated Award Environment (IAE)",50116,,Awarded,"	4732",GSQ1515IA0008,GS35F0263Y,"	4732",ID15150014,yes,yes,Yes,"NESTER CONSULTING LLC",ID15150014,2.880467,,N,2015-09-30,2020-06-11,N,"INDEPENDENT VALIDATION AND VERIFICATION IGF::CT::IGF FOR OTHER FUNCTIONS",225071,"	4732","	0","2016-02-05 16:57:25","2016-02-06 13:20:10"
023-999990230,616,"	023","General Services Administration","Integrated Award Environment (IAE)",50117,,Awarded,"	4732",GS15Q16IAC0001,,,ID15160003,no,yes,Yes,"DUN & BRADSTREET, INC.",ID15160003,11.623595,,N,2015-10-30,2018-06-29,N,"DUNN AND BRADSTREET SUBSCRIPTION SERVICES IGF::OT::IGF FOR OTHER FUNCTIONS",225113,"	4732","	0","2016-02-05 16:57:25","2016-02-09 04:13:15"
023-999990230,616,"	023","General Services Administration","Integrated Award Environment (IAE)",51007,,Awarded,"	4732",GSF1014LP0003,GS35F0436W,"	4730",,no,no,No,,,,,,,,,,,,,"2016-08-18 20:46:44",
023-999990230,616,"	023","General Services Administration","Integrated Award Environment (IAE)",51008,,Awarded,"	4732",GSQ0515BM0107,GS10F0216N,"	4730",ID05150124,no,yes,No,,,,,,,,,,,,,"2016-08-18 20:46:44",
012-000005003,627,"	012","Department of Labor","PBGC_Participant Management",20215,282,Awarded,,PBGC01DO090132,GS35F0323J,"	4730",,,yes,Yes,"HP ENTERPRISE SERVICES, LLC",,3.974690,"Firm Fixed Price",Y,2013-09-17,2014-09-16,U,COO/BAPD,95541,"	1665","	0","2014-03-12 13:22:07","2014-03-12 13:22:07"
012-000005003,627,"	012","Department of Labor","PBGC_Participant Management",30961,38217,Awarded,,PBGC01DO139006,PBGC01D100002,"	1665",,,yes,Yes,"ADVANCED TECHNOLOGY SYSTEMS INC",,1.441730,"Firm Fixed Price",N,2014-02-11,2014-11-09,U,IGF::CT::IGF,95543,"	1665","	0","2014-03-12 13:22:07","2014-03-12 13:22:07"
012-000005003,627,"	012","Department of Labor","PBGC_Participant Management",30965,38219,Awarded,,PBGC01DO129033,PBGC01D110003,"	1665",,,yes,Yes,"ADVANCED TECHNOLOGY SYSTEMS INC",,6.625038,"Cost Plus Award Fee",Y,2013-12-03,2014-10-28,U,IGF::CT::IGF,95545,"	1665","	0","2014-03-12 13:22:07","2014-03-12 13:22:07"
012-000005003,627,"	012","Department of Labor","PBGC_Participant Management",34951,38520,Awarded,,PBGC01DO139019,PBGC01D110003,"	1665",,,yes,Yes,"ADVANCED TECHNOLOGY SYSTEMS INC",,1.648253,"Firm Fixed Price",Y,2013-12-03,2014-07-14,U,IGF::CT::IGF,95547,"	1665","	0","2014-03-12 13:22:07","2014-03-12 13:22:07"
012-000005003,627,"	012","Department of Labor","PBGC_Participant Management",34953,38521,Awarded,,PBGC01DO130043,PBGC01D090006,"	1665",,,yes,Yes,"TYGART TECHNOLOGY INC",,1.138006,"Cost Plus Fixed Fee",Y,2014-02-03,2014-09-17,U,IGF::CT::IGF,95549,"	1665","	0","2014-03-12 13:22:07","2014-03-12 13:22:07"
012-000005003,627,"	012","Department of Labor","PBGC_Participant Management",37819,40864,Awarded,,PBGC01DO139030,PBGC01D090012,"	1665",,,yes,Yes,"ADERAS, INC.",,1.195924,"Firm Fixed Price",Y,2013-09-18,2014-09-17,U,IGF::CT::IGF,95551,"	1665","	0","2014-03-12 13:22:07","2014-03-12 13:22:07"
012-000005003,627,"	012","Department of Labor","PBGC_Participant Management",37821,40865,Awarded,,PBGC01DO139032,PBGC01D090012,"	1665",,,yes,Yes,"ADERAS, INC.",,1.249521,"Cost Plus Incentive",Y,2013-09-12,2014-09-11,U,IGF::CT::IGF,95553,"	1665","	0","2014-03-12 13:22:07","2014-03-12 13:22:07"
012-000005003,627,"	012","Department of Labor","PBGC_Participant Management",37823,40866,Awarded,,PBGC01DO139043,PBGC01D090006,"	1665",,,yes,Yes,"TYGART TECHNOLOGY INC",,0.599526,"Firm Fixed Price",Y,2013-09-20,2014-08-31,U,IGF::OT::IGF,95555,"	1665","	0","2014-03-12 13:22:07","2014-03-12 13:22:07"
012-000005003,627,"	012","Department of Labor","PBGC_Participant Management",37825,40867,Awarded,,PBGC01DO139036,PBGC01D090004,"	1665",,,yes,Yes,"BOOZ ALLEN HAMILTON INC.",,2.533964,"Firm Fixed Price",Y,2013-09-07,2014-08-06,U,IGF::OT::IGF,95557,"	1665","	0","2014-03-12 13:22:07","2014-03-12 13:22:07"
012-000005003,627,"	012","Department of Labor","PBGC_Participant Management",43263,44910,Awarded,,PBGC01DO090132,GS35F0323J,"	4730",,yes,yes,Yes,"HP ENTERPRISE SERVICES, LLC",,3.974690,"Firm Fixed Price",Y,2013-09-17,2014-09-16,U,COO/BAPD,207795,"	1665","	0","2015-02-24 12:04:43","2015-02-24 12:04:43"
012-000005003,627,"	012","Department of Labor","PBGC_Participant Management",43265,44911,Awarded,,PBGC01DO139006,PBGC01D100002,"	1665",,yes,yes,Yes,"ADVANCED TECHNOLOGY SYSTEMS INC",,1.570728,"Firm Fixed Price",N,2014-11-10,2014-12-09,U,IGF::CT::IGF,207797,"	1665","	0","2015-02-24 12:04:43","2015-02-24 12:04:43"
012-000005003,627,"	012","Department of Labor","PBGC_Participant Management",43267,44912,Awarded,,PBGC01DO129033,PBGC01D110003,"	1665",,yes,yes,Yes,"ADVANCED TECHNOLOGY SYSTEMS INC",,6.975258,"Cost Plus Award Fee",Y,2015-02-12,2015-02-28,U,IGF::CT::IGF,207799,"	1665","	0","2015-02-24 12:04:43","2015-02-24 12:04:43"
012-000005003,627,"	012","Department of Labor","PBGC_Participant Management",43269,45260,Awarded,,PBGC01DO139019,PBGC01D110003,"	1665",,yes,yes,Yes,"ADVANCED TECHNOLOGY SYSTEMS INC",,3.294005,"Firm Fixed Price",Y,2014-11-06,2015-07-14,U,IGF::CT::IGF,207801,"	1665","	0","2015-02-24 12:04:43","2015-02-24 12:04:43"
012-000005003,627,"	012","Department of Labor","PBGC_Participant Management",43271,44913,Awarded,,PBGC01DO130043,PBGC01D090006,"	1665",,yes,yes,Yes,"TYGART TECHNOLOGY INC",,1.138006,"Cost Plus Fixed Fee",Y,2014-02-03,2014-09-17,U,IGF::CT::IGF,207803,"	1665","	0","2015-02-24 12:04:44","2015-02-24 12:04:44"
012-000005003,627,"	012","Department of Labor","PBGC_Participant Management",43273,44914,Awarded,,PBGC01DO139030,PBGC01D090012,"	1665",,yes,yes,Yes,"ADERAS, INC.",,1.195924,"Firm Fixed Price",Y,2013-09-18,2014-09-17,U,IGF::CT::IGF,207805,"	1665","	0","2015-02-24 12:04:44","2015-02-24 12:04:44"
012-000005003,627,"	012","Department of Labor","PBGC_Participant Management",43275,44915,Awarded,,PBGC01DO139032,PBGC01D090012,"	1665",,yes,yes,Yes,"ADERAS, INC.",,1.199290,"Cost Plus Incentive",Y,2014-10-07,2014-09-11,U,IGF::CT::IGF,207807,"	1665","	0","2015-02-24 12:04:44","2015-02-24 12:04:44"
012-000005003,627,"	012","Department of Labor","PBGC_Participant Management",43277,44916,Awarded,,PBGC01DO139043,PBGC01D090006,"	1665",,yes,yes,Yes,"TYGART TECHNOLOGY INC",,0.599526,"Firm Fixed Price",Y,2013-09-20,2014-08-31,U,IGF::OT::IGF,207809,"	1665","	0","2015-02-24 12:04:44","2015-02-24 12:04:44"
012-000005003,627,"	012","Department of Labor","PBGC_Participant Management",43279,45261,Awarded,,PBGC01DO139036,PBGC01D090004,"	1665",,yes,yes,Yes,"BOOZ ALLEN HAMILTON INC.",,2.827733,"Firm Fixed Price",Y,2014-09-23,2014-09-30,U,IGF::OT::IGF,207811,"	1665","	0","2014-09-10 13:01:33","2015-02-24 12:04:44"
012-000005003,627,"	012","Department of Labor","PBGC_Participant Management",43281,44918,Awarded,"	1665",PBGC01DO149004,PBGC01D120015,"	1665",,yes,yes,Yes,"ADVANCED TECHNOLOGY SYSTEMS INC.",,3.469981,,,,2018-02-28,,,,,,"2015-09-15 14:25:56",
012-000005003,627,"	012","Department of Labor","PBGC_Participant Management",43283,44919,Awarded,"	1665",PBGC01DO139039,PBGC01D100006,"	1665",,yes,yes,Yes,"ADERAS, INC.",,4.199613,,,,2015-09-14,,,,,,"2015-09-15 14:25:56",
012-000005003,627,"	012","Department of Labor","PBGC_Participant Management",43285,45262,Awarded,,PBGC01DO149008,PBGC01D120015,"	1665",,yes,yes,Yes,"ADVANCED TECHNOLOGY SYSTEMS INC.",,3.299548,"Cost Plus Fixed Fee",N,2014-09-24,2015-06-30,U,IGF::OT::IGF,207817,"	1665","	0","2015-02-24 12:04:44","2015-02-24 12:04:44"
012-000005003,627,"	012","Department of Labor","PBGC_Participant Management",43287,45263,Awarded,,PBGC01DO130113,GS35F0153M,"	1665",,yes,no,Yes,"MYTHICS, INC",,1.201293,"Firm Fixed Price",N,2014-08-30,2014-09-29,U,IGF::OT::IGF,207819,"	1665","	0","2015-02-24 12:04:44","2015-02-24 12:04:44"
012-000005003,627,"	012","Department of Labor","PBGC_Participant Management",43289,45264,Awarded,"	1665","PBGC01DO140084  ",GS35F0153M,"	1665",,yes,no,Yes,"MYTHICS, INC",,1.202632,,,,2019-09-28,,,,,,"2015-09-15 14:25:56",
012-000005003,627,"	012","Department of Labor","PBGC_Participant Management",47627,46696,Awarded,"	1665",PBGC01FA140003,PBGC01F140005,"	1665",,yes,yes,Yes,"BOOZ ALLEN HAMILTON INC.",,6.311433,,,,2019-09-24,,,,,,"2015-09-15 14:25:56",
012-000005003,627,"	012","Department of Labor","PBGC_Participant Management",47628,46694,Awarded,"	1665",PBGC01DO149014,PBGC01D110003,"	1665",,yes,yes,Yes,"ADVANCED TECHNOLOGY SYSTEMS INC",,0.849999,,,,2016-02-26,,,,,,"2015-09-15 14:25:56",
012-000005003,627,"	012","Department of Labor","PBGC_Participant Management",47629,46742,Awarded,"	1665"," PBGC01DO139019"," PBGC01D110003","	1665",,yes,yes,Yes,"ADVANCED TECHNOLOGY SYSTEMS INC",,5.408433,,,,2016-07-14,,,,,,"2015-09-15 14:25:56",
012-000005003,627,"	012","Department of Labor","PBGC_Participant Management",47630,46697,Awarded,"	1665",PBGC01DO59005,PBGC01D120015,"	1665",,yes,yes,No,,,,,,,,,,,,,"2015-09-15 14:25:56",
012-000005003,627,"	012","Department of Labor","PBGC_Participant Management",47631,46695,Awarded,"	1665",PBGC01FA140002,PBGC01F140006,"	1665",,yes,no,Yes,"CACI ENTERPRISE SOLUTIONS, INC",,3.175401,,,,2019-09-17,,,,,,"2015-09-15 14:25:56",
